venue,event_uid,venue_uid,start_date,end_date,lat,lon,address,city,zip,url,artist_uid,start_dt,end_dt,event_days,event_mth,season,flood_season,venue_event_groupby,venue_artist_groupby
Invisible Gallery,4784808,11506513,2017-02-18,2017-02-18,29.7473463,-95.3043974,1601 Wayside Drive,houston,77011.0,www.facebook.com/invisible-gallery-236813276339698/,12460170.0,2017-02-18,2017-02-18,0,2,winter,no,1,1
Isis Houston,14636235,6127990,2012-01-21,2012-01-21,29.7605717142857,-95.3618104693878,1010 Prairie Street,houston,77002.0,www.isishouston.com,1130914.0,2012-01-21,2012-01-21,0,1,winter,no,1,6
Island Gallery,3489908,8532749,2016-03-05,2016-04-09,29.3072118,-94.79537059999998,2328 Strand Street,galveston,77550.0,,7674702.0,2016-03-05,2016-04-09,35,3,spring,no,1,1
Isolation Gallery,6187742,11774489,2008-11-22,2008-12-22,29.742336122449004,-95.33488457142859,4319 Walker Street,houston,77023.0,isolationgallery.com,2362790.0,2008-11-22,2008-12-22,30,11,fall,no,1,5
Itchy Acres,8500053,11140604,2017-12-17,2017-12-17,29.834478999999998,-95.40760379999999,405 Martin Street,houston,77018.0,,,2017-12-17,2017-12-17,0,12,winter,no,2,0
J. Palmer Exhibition Space (CoM),1151438,10907097,2018-01-29,2018-03-07,29.3958375,-95.0017847,1200 Amburn Road,texas city,77591.0,www.com.edu/gallery,10960361.0,2018-01-29,2018-03-07,37,1,winter,no,1,1
JP Morgan Chase,51930,14224768,2008-10-01,2008-10-24,29.7246365,-95.39056190000001,712 Main Street,houston,77002.0,,5138582.0,2008-10-01,2008-10-24,23,10,fall,yes,7,17
Jack Meier Gallery,8290529,176405,2017-09-07,2017-09-21,29.7256278367347,-95.41313538775509,2310 Bissonnet Street,houston,77005.0,www.jackmeiergallery.com,1509293.0,2017-09-07,2017-09-21,14,9,fall,yes,3,2
Jack Rabbit Gallery,4056122,16441946,2019-05-31,2019-05-31,29.811096000000003,-95.39841390000001,228 East 27th Street,houston,77008.0,,,2019-05-31,2019-05-31,0,5,spring,yes,1,0
James Gallery,11365022,10807537,2012-10-26,2012-10-27,29.7734365,-95.38472420000001,"2500 Summer Street, Unit 212",houston,77007.0,,2169171.0,2012-10-26,2012-10-27,1,10,fall,yes,1,1
Jenner House,10530108,15837282,2012-02-26,2012-02-27,29.7757734081633,-95.35388638775508,1619 Chapman Street,houston,77009.0,,15528564.0,2012-02-26,2012-02-27,1,2,winter,no,2,5
Jesse H. Jones Building (Houston Public Library),11759844,15141726,2018-07-02,2018-07-31,29.759431,-95.3721417,500 McKinney Street,houston,77002.0,houstonlibrary.org/location/central-library-jesse-h-jones-building,3964147.0,2018-07-02,2018-07-31,29,7,summer,yes,1,1
JoMar Visions,255787,8346100,2016-05-14,2016-05-14,29.768731199999998,-95.35079379999999,"1707 Nance Street, Studio E",houston,77020.0,www.jomarvisions.com,182970.0,2016-05-14,2016-05-14,0,5,spring,yes,11,38
Joan Wich & Company,284451,6906371,2009-04-24,2009-05-23,29.733177387755102,-95.39100818367349,4411 Montrose Boulevard,houston,77006.0,www.joanwichgallery.com,1976691.0,2009-04-24,2009-05-23,29,4,spring,no,25,24
John Cleary Gallery,2003881,8573380,2012-01-14,2012-02-11,29.7347642653061,-95.41915624489799,2635 Colquitt Street,houston,77098.0,www.johnclearygallery.com,11724534.0,2012-01-14,2012-02-11,28,1,winter,no,26,32
Jonathan Hopson Gallery,649032,15609665,2018-01-21,2018-03-04,29.739892600000005,-95.3925145,904 Marshall Street,houston,77006.0,jonathanhopsongallery.com,14185482.0,2018-01-21,2018-03-04,42,1,winter,no,21,11
Jones Hall (University of Saint Thomas),11898954,13486306,2012-07-28,2012-07-28,29.737674959183696,-95.39264597959179,3910 Yoakum Boulevard,houston,77006.0,,,2012-07-28,2012-07-28,0,7,summer,yes,1,0
Jones Plaza,14536904,12267103,2016-11-05,2016-11-06,29.761518199999998,-95.3673262,601 Louisiana Street,houston,77002.0,,,2016-11-05,2016-11-06,1,11,fall,no,2,0
Joybird Houston,8446825,13750233,2016-04-03,2016-07-30,29.7425053,-95.40379820000001,1735 Westheimer Road,houston,77098.0,joybird.com,12141843.0,2016-04-03,2016-07-30,118,4,spring,no,3,3
JuiceBOX Containers at Rice University,4547747,8921171,2017-04-13,2017-04-23,29.716517,-95.404377,6100 Main Street,houston,77005.0,,,2017-04-13,2017-04-23,10,4,spring,no,1,0
Julia Ideson Building (Houston Public Library),845766,10227742,2019-05-15,2019-08-10,29.75944625,-95.3699900990414,500 McKinney Street,houston,77002.0,www.houstonlibrary.org/julia-ideson-building,3877382.0,2019-05-15,2019-08-10,87,5,spring,yes,10,4
Jumper Maybach Fine Art,8627482,2611891,2019-05-04,2019-07-31,29.802663800000005,-95.4028725,238 West 19th Street,houston,77008.0,www.facebook.com/JumperMaybachFineArt/,11774924.0,2019-05-04,2019-07-31,88,5,spring,yes,3,1
Jung Center,121881,6450183,2014-04-01,2014-04-29,29.726832,-95.391116,5200 Montrose Boulevard,houston,77006.0,www.cgjunghouston.org,2505034.0,2014-04-01,2014-04-29,28,4,spring,no,90,107
Kaboom Books,1468464,2204740,2019-03-01,2019-03-01,29.7866573174603,-95.37202249206351,3116 Houston Avenue,houston,77009.0,www.kaboombooks.com,3262256.0,2019-03-01,2019-03-01,0,3,spring,no,9,11
Kallinen Contemporary,1964678,6906352,2018-03-31,2018-04-21,29.7226086938776,-95.2783805306123,511 Broadway Street,houston,77012.0,kallinenhorn.com,12082737.0,2018-03-31,2018-04-21,21,3,spring,no,13,26
Katy Contemporary Art Museum,2379151,3763254,2015-01-24,2015-01-31,29.786580999999998,-95.822283,805 Avenue B,katy,77493.0,,15483687.0,2015-01-24,2015-01-31,7,1,winter,no,11,7
Khon's,2763052,4788569,2017-04-01,2017-04-30,29.7450802653061,-95.3770132244898,2808 Milam Street,houston,77006.0,www.khonsbar.com,1518024.0,2017-04-01,2017-04-30,29,4,spring,no,3,5
Kindred,6006786,12887849,2017-02-21,2017-02-21,29.746428,-95.39611479999999,2515 Waugh Drive,houston,77006.0,www.beinggrace.org,,2017-02-21,2017-02-21,0,2,winter,no,1,0
Kingspoint Graffiti Mecca & Art Space AKA The Mullet,543861,16651951,2012-09-22,2012-09-22,29.6202632631579,-95.2286167894737,10902 Kingspoint Road,houston,77075.0,www.facebook.com/kingspointmullet,3979934.0,2012-09-22,2012-09-22,0,9,fall,yes,1,3
Kingwood Town Center,9117599,13200844,2017-03-04,2017-03-05,30.047594099999998,-95.18734309999999,8 North Main Street,kingwood,77339.0,,,2017-03-04,2017-03-05,1,3,spring,no,1,0
Kinzelman Art Consulting,2887490,4169497,2007-03-08,2007-04-20,29.7246365,-95.39056190000001,3909 Main Street,houston,77002.0,www.kinzelmanart.com,13773529.0,2007-03-08,2007-04-20,43,3,spring,no,12,32
Koelsch Gallery,299130,1396764,2010-01-21,2010-02-20,29.7527419,-95.39407840000001,1020 Deden Street,houston,77006.0,www.koelschgallery.com,4310798.0,2010-01-21,2010-02-20,30,1,winter,no,79,71
Koelsch Haus,607524,612969,2017-08-26,2017-09-09,29.734432,-95.388987,801 Richmond Avenue,houston,77006.0,koelschgallery.com,9474201.0,2017-08-26,2017-09-09,14,8,summer,yes,15,14
Kulture Restaurant,14301285,10615069,2018-11-29,2018-12-30,29.754581800000004,-95.35691290000001,"701 Avenida De Las Americas, Suite A",houston,77010.0,www.facebook.com/KultureHouston/,11364310.0,2018-11-29,2018-12-30,31,11,fall,no,1,1
LCD Gallery,7665334,6598433,2017-11-09,2018-03-31,29.763457199999998,-95.36230959999999,"114 Main Street, 5th Floor",houston,77002.0,www.lcdgallery.com,,2017-11-09,2018-03-31,142,11,fall,no,2,0
La Colombe d'Or Fine Art Galleries,9228590,16645125,2018-05-10,2018-06-30,29.763615500000004,-95.3622108,"108 Main Street, 2nd Floor",houston,77002.0,,3567852.0,2018-05-10,2018-06-30,51,5,spring,yes,2,2
La Nova Tile Importers,6800260,4246900,2016-12-09,2016-12-09,29.746026300000004,-95.37422,2325 Fannin Street,houston,77054.0,,,2016-12-09,2016-12-09,0,12,winter,no,1,0
Lambert Hall,4435621,4004618,2012-11-10,2012-11-10,29.801058755102,-95.3979823061224,1703 Heights Boulevard,houston,77008.0,,,2012-11-10,2012-11-10,0,11,fall,no,1,0
Landmark River Oaks Theater,14391106,16154360,2011-08-11,2011-08-11,29.752968521739103,-95.4086373478261,2009 West Gray Street,houston,77019.0,www.landmarktheatres.com/market/houston/riveroakstheatre.htm,7685771.0,2011-08-11,2011-08-11,0,8,summer,yes,1,1
Las Manos Mágicas,3832874,5546662,2011-05-28,2011-06-18,29.767437,-95.410379,4819 Blossom Street,houston,77007.0,www.lasmanosmagicas.com,2068516.0,2011-05-28,2011-06-18,21,5,spring,yes,2,4
Laura Rathe Fine Art,114846,5031284,2016-05-21,2016-07-02,29.734759454545497,-95.4202408181818,2707 Colquitt Street,houston,77098.0,www.laurarathe.com,10307194.0,2016-05-21,2016-07-02,42,5,spring,yes,80,58
Lawndale Art Center,118939,11856697,2017-01-13,2017-02-25,29.729622795454503,-95.3866608181818,4912 Main Street,houston,77002.0,www.lawndaleartcenter.org,8291093.0,2017-01-13,2017-02-25,43,1,winter,no,257,353
Lee College Performing Arts Center Gallery,1889127,5791400,2016-09-08,2016-10-12,29.734834306122398,-94.9762579387755,711 West Texas Avenue,baytown,77520.0,,8315688.0,2016-09-08,2016-10-12,34,9,fall,yes,2,2
Lee and Joe Jamail Skate Park,11715762,7285244,2012-10-20,2012-10-20,29.761378874919,-95.3754661590762,103 Sabine Street,houston,77007.0,,2212765.0,2012-10-20,2012-10-20,0,10,fall,yes,1,6
Legacy Community Health Fifth Ward Clinic,5899487,16285728,2017-06-03,2017-06-03,29.775976,-95.3340024,3811 Lyons Avenue,houston,77020.0,,,2017-06-03,2017-06-03,0,6,summer,yes,1,0
Legacy Room (Houston City Hall),14279878,3998459,2019-05-22,2019-05-22,29.760679100000004,-95.3724261,900 Bagby Street,houston,77002.0,,,2019-05-22,2019-05-22,0,5,spring,yes,1,0
Letter F Check Up Show,8260217,16476113,2011-09-01,2011-09-09,29.7450802653061,-95.3770132244898,2808 Milam Street,houston,77006.0,,505303.0,2011-09-01,2011-09-09,8,9,fall,yes,1,13
Liberty Station,5369024,2092539,2012-06-07,2012-06-07,29.767957,-95.37956899999999,2101 Washington Avenue,houston,77007.0,,3979934.0,2012-06-07,2012-06-07,0,6,summer,yes,3,2
Live Oak Friends Meeting House,7116594,5597520,2010-07-30,2010-12-31,29.809648,-95.423653,1318 West 26th Street,houston,77008.0,www.friendshouston.org,1016114.0,2010-07-30,2010-12-31,154,7,summer,yes,3,2
Lone Star College - North Harris,8718894,13690805,2012-09-06,2012-09-27,30.006335200000002,-95.3799192,2700 W.W. Thorne Drive,houston,77073.0,northharris.lonestar.edu,1953696.0,2012-09-06,2012-09-27,21,9,fall,yes,7,15
Lone Star College – Montgomery County,8582322,7643183,2016-10-10,2016-11-02,30.210625800000003,-95.46704629999999,3200 College Park Drive,conroe,77384.0,,9342387.0,2016-10-10,2016-11-02,23,10,fall,yes,2,1
Looscan Neighborhood Library,249543,9284819,2013-01-31,2013-01-31,29.744961,-95.441744,2510 Willowick Road,houston,77027.0,,2742711.0,2013-01-31,2013-01-31,0,1,winter,no,2,2
Louis Shanks Furniture - Houston,5977166,7687800,2016-07-07,2016-07-31,29.73462,-95.52101400000001,2800 Fondren Road,houston,77063.0,,10815853.0,2016-07-07,2016-07-31,24,7,summer,yes,1,1
Lowbrow Houston,2492103,13411311,2014-02-26,2014-02-26,29.736005,-95.39940899999999,1601 West Main Street,houston,77006.0,lowbrowhouston.com,,2014-02-26,2014-02-26,0,2,winter,no,1,0
MAS Alternative Exhibition Space,4935709,13956511,2014-07-12,2014-07-12,29.775231285714302,-95.3762571836735,1824 Spring Street,houston,77007.0,,652711.0,2014-07-12,2014-07-12,0,7,summer,yes,7,18
MATCH - Midtown Arts & Theater Center Houston,1293557,12026929,2016-01-15,2016-01-16,29.740066499999998,-95.3788718,3400 Main Street,houston,77002.0,www.matchouston.org,11144809.0,2016-01-15,2016-01-16,1,1,winter,no,22,6
MD Anderson Library (UH),4446029,10902844,2017-11-17,2017-11-17,29.7210239,-95.341939,4333 University Drive,houston,77204.0,info.lib.uh.edu/p/poetryandprose,520928.0,2017-11-17,2017-11-17,0,11,fall,no,7,2
MECA,774879,15512352,2016-01-19,2016-03-04,29.766309999999997,-95.377274,1900 Kane Street,houston,77007.0,,16027522.0,2016-01-19,2016-03-04,45,1,winter,no,25,22
MFA Contemporary @ Heights Mercantile,7564721,15459304,2018-03-30,2018-07-01,29.7839751,-95.4006431,"714 Yale Street, #1K",houston,77007.0,www.mfah.org/programs/families/mfa-contemporary-heights-mercantile/,8347896.0,2018-03-30,2018-07-01,93,3,spring,no,1,1
MKG Art Management,293607,12295343,2012-03-24,2012-04-28,29.7347527073171,-95.4219433658537,2825 Colquitt Street,houston,77098.0,www.mkgart.com,313025.0,2012-03-24,2012-04-28,35,3,spring,no,4,4
MKT BAR,1717171,12110484,2014-11-10,2014-12-13,29.7543255,-95.3616311,1001 Austin Street,houston,77010.0,www.MKTBAR.com,10048493.0,2014-11-10,2014-12-13,33,11,fall,no,9,23
MLK Center,11354271,12406841,2016-04-30,2016-04-30,29.732726,-95.35432469999999,2720 Sampson Street,houston,77004.0,,,2016-04-30,2016-04-30,0,4,spring,no,1,0
Mackey Gallery,534821,12952164,2009-03-14,2009-04-04,29.790701142857102,-95.391361,628 East 11th Street,houston,77008.0,www.mackeygallery.com,2354950.0,2009-03-14,2009-04-04,21,3,spring,no,16,62
Main Street Projects,192032,1145359,2019-01-22,2019-02-23,29.7246365,-95.39056190000001,3717 Main Street,houston,77002.0,www.midmainhouston.com/msp,8172505.0,2019-01-22,2019-02-23,32,1,winter,no,15,18
Main Street Square,10895895,7532718,2016-04-16,2016-04-16,29.757648800000002,-95.3642902,900-1100 Blocks of Main Street,houston,77002.0,,,2016-04-16,2016-04-16,0,4,spring,no,1,0
Makerspace,3710093,15552746,2014-04-12,2014-04-12,29.750248,-95.337592,100 Hutcheson Street,houston,77003.0,,,2014-04-12,2014-04-12,0,4,spring,no,1,0
Margolis Gallery (Congregation Beth Israel),493927,966651,2018-01-11,2018-03-05,29.6796586,-95.46748149999999,5600 North Braeswood Boulevard,houston,77096.0,www.beth-israel.org/public/pag275.aspx,9776245.0,2018-01-11,2018-03-05,53,1,winter,no,6,3
Mariago Collective,182107,3430069,2015-01-31,2015-02-28,29.763961699999996,-95.39888,1707 Waugh Drive,houston,77006.0,1707collective.com,3893245.0,2015-01-31,2015-02-28,28,1,winter,no,17,48
Market Square Park,591530,5480286,2012-03-02,2012-03-02,29.762613399999996,-95.3621888,301 Milam Street,houston,77002.0,,2420053.0,2012-03-02,2012-03-02,0,3,spring,no,4,1
Mary Matteson-Parrish Gallery (LSC Montgomery),2195891,8458474,2011-06-06,2011-06-29,30.210625800000003,-95.46704629999999,3200 College Park Drive,conroe,77384.0,montgomery.lonestar.edu/109620/,11400718.0,2011-06-06,2011-06-29,23,6,summer,yes,2,2
Masjid Al-Salam,78072,10059929,2017-11-11,2017-11-12,30.009113899999996,-95.56025290000001,16700 Old Louetta Road,spring,77379.0,www.alsalammasjid.org,,2017-11-11,2017-11-12,1,11,fall,no,4,0
Mason Park Community Center Club House,13224929,3417198,2017-04-08,2017-04-08,29.723710399999998,-95.2966522,541 South 75th Street,houston,77023.0,,,2017-04-08,2017-04-08,0,4,spring,no,1,0
McClain Gallery,135724,5527059,2012-10-27,2012-12-01,29.7342822857143,-95.4138517142857,2242 Richmond Avenue,houston,77098.0,www.mcclaingallery.com,15655501.0,2012-10-27,2012-12-01,35,10,fall,yes,97,124
McGovern Historical Center,93778,6852043,2017-09-16,2017-09-16,29.682095,-95.391008,"8272 El Rio Street, #190",houston,77054.0,library.tmc.edu/mcgovern/,,2017-09-16,2017-09-16,0,9,fall,yes,1,0
McMurtrey Gallery,228575,10547616,2012-10-20,2012-11-21,29.7346746734694,-95.41997826530609,3508 Lake Street,houston,77098.0,www.mcmurtreygallery.com,281330.0,2012-10-20,2012-11-21,32,10,fall,yes,88,52
McWhorter Gallery,2705398,11961292,2009-12-12,2009-12-12,29.758776,-95.347585,2219 Canal Street,houston,77003.0,www.mcwhortergallery.com,6100670.0,2009-12-12,2009-12-12,0,12,winter,no,5,20
Meek Studio & Gallery,573847,13292265,2018-10-20,2018-10-20,29.7749636,-95.3795073,1903 Spring Street,houston,77007.0,www.facebook.com/BillMeekStudioandGallery,,2018-10-20,2018-10-20,0,10,fall,yes,1,0
MegaHost Gallery,2972674,5292769,2011-07-08,2011-07-08,29.734427,-95.389957,901 Richmond Avenue,houston,77006.0,www.facebook.com/pages/MegaHost-Gallery/203711452992683,2479885.0,2011-07-08,2011-07-08,0,7,summer,yes,1,8
MegaHost Gallery at Jenni's Noodle House,11667248,14656903,2011-08-06,2011-08-06,29.8039832222222,-95.3920183333333,602 East 20th Street,houston,77008.0,www.noodlesrule.com,,2011-08-06,2011-08-06,0,8,summer,yes,1,0
Melodrama Boutique,549162,12013946,2011-08-19,2011-08-19,29.722121020408203,-95.37908577551019,5306 Almeda Road,houston,77004.0,melodramaboutiqueonline.com,,2011-08-19,2011-08-19,0,8,summer,yes,1,0
Menil Collection,101216,1153402,2019-08-28,2019-08-28,29.737713,-95.39785285714291,1515 Sul Ross Street,houston,77006.0,www.menil.org,15060205.0,2019-08-28,2019-08-28,0,8,summer,yes,179,233
Menil Collection Bookstore (Menil Collection),3365079,284892,2015-10-22,2015-10-31,29.7379928,-95.39851405,1520 Sul Ross Street,houston,77006.0,www.menil.org/visit/bookstorecomein.php,5249462.0,2015-10-22,2015-10-31,9,10,fall,yes,11,12
Menil Drawing Institute (Menil Collection),2984792,12375000,2019-02-05,2019-05-05,29.7362167,-95.3969048,1412 West Main Street,houston,77006.0,www.menil.org/drawing-institute,14425813.0,2019-02-05,2019-05-05,89,2,winter,no,2,2
Mercantile Montrose,12724549,16754534,2018-03-31,2018-05-30,29.742834000000002,-95.388243,3321 Stanford Street,houston,77006.0,www.mercantilehouston.com,3075151.0,2018-03-31,2018-05-30,60,3,spring,no,1,1
Meredith Long and Company,2044256,769711,2009-06-04,2009-06-27,29.748695899999998,-95.41581670000001,2323 San Felipe Street,houston,77019.0,www.meredithlonggallery.com,10847717.0,2009-06-04,2009-06-27,23,6,summer,yes,7,7
Meyer Metro Gallery,1513608,895422,2012-04-13,2012-04-20,29.706241470588196,-95.4704889117647,5207 Bissonnet Street,bellaire,77401.0,www.meyermetrogallery.com,2948069.0,2012-04-13,2012-04-20,7,4,spring,no,2,14
Micro Scope Project,9973644,14097036,2013-01-25,2013-01-25,29.775379700000002,-95.37667640000001,1824 Spring Street,houston,77007.0,,14924476.0,2013-01-25,2013-01-25,0,1,winter,no,1,1
"Mid Main, 3600-3700 Block of Main Street",6918871,15272424,2014-09-04,2014-09-04,29.7246365,-95.39056190000001,3600 Main Street,houston,77002.0,,2922084.0,2014-09-04,2014-09-04,0,9,fall,yes,2,29
Midtown Bar & Grill,7297024,5859943,2017-01-14,2017-01-14,29.753196399999997,-95.38939620000001,415 West Gray Street,houston,77019.0,www.houstonmidtownbarandgrill.com,,2017-01-14,2017-01-14,0,1,winter,no,1,0
Miller Outdoor Theatre,11798193,3879357,2015-06-05,2015-06-05,29.714835600000004,-95.389314,6000 Hermann Park Drive,houston,77030.0,,11182606.0,2015-06-05,2015-06-05,0,6,summer,yes,1,1
Minute Maid Park,4940836,10215854,2011-08-07,2011-08-07,29.757481,-95.356748,501 Crawford Street,houston,77002.0,houston.astros.mlb.com/hou/ballpark/index.jsp,,2011-08-07,2011-08-07,0,8,summer,yes,1,0
Mixed Emotions Fine Art & Frame Gallery,1458617,1952652,2018-05-03,2018-06-02,29.7483143902172,-95.38336255208709,95 Tuam Street,houston,77006.0,mixedemotions.com/,1473505.0,2018-05-03,2018-06-02,30,5,spring,yes,4,18
Mobil Gas Station,13688270,2285067,2013-06-02,2013-06-02,29.733455,-95.3656,3305 Dowling Street,houston,77004.0,,,2013-06-02,2013-06-02,0,6,summer,yes,1,0
Molly Gotchman Studio,15698858,228059,2011-06-17,2011-06-17,29.7272886610268,-95.4156053071649,2442 Bartlett Street,houston,77098.0,,10124419.0,2011-06-17,2011-06-17,0,6,summer,yes,1,1
Mongoose Versus Cobra,1847807,10966282,2015-03-05,2015-03-05,29.745357832758604,-95.37383847910401,1011 McGowen Street,houston,77002.0,mongooseversuscobra.com,,2015-03-05,2015-03-05,0,3,spring,no,3,0
Moody Center for the Arts (Rice University),1288610,615820,2017-02-24,2018-02-01,29.7143317,-95.4048969,"6100 Main Street, MS-480",houston,77005.0,moody.rice.edu,10662161.0,2017-02-24,2018-02-01,342,2,winter,no,28,16
Moody Gallery,116392,3155723,2007-06-02,2007-07-07,29.734756,-95.421653,2815 Colquitt Street,houston,77098.0,www.moodygallery.com,3949172.0,2007-06-02,2007-07-07,35,6,summer,yes,118,66
Moody Gardens,10166331,4868840,2010-03-01,2010-09-11,29.273696299999997,-94.8491195,1 Hope Boulevard,galveston,77554.0,moodygardens.org,,2010-03-01,2010-09-11,194,3,spring,no,1,0
Moody Mansion Garage,6834445,3804532,2015-01-09,2015-01-11,29.2991604897959,-94.7958439795918,2618 Broadway Avenue J,galveston,77550.0,,8172505.0,2015-01-09,2015-01-11,2,1,winter,no,1,1
Moores Opera House (UH),3281407,2974930,2017-09-19,2017-09-19,29.725162100000006,-95.344576,"3333 Cullen Boulevard, 120 School Of Music Building",houston,77204.0,www.uh.edu/class/music/opera/about-us/opera-house/,472004.0,2017-09-19,2017-09-19,0,9,fall,yes,7,9
Moran/Valverde Studio,12652046,10828256,2015-06-06,2015-06-29,29.7903249,-95.4134052,303 East 11th Street,houston,77008.0,,1065748.0,2015-06-06,2015-06-29,23,6,summer,yes,1,13
Mossrock Studio and Fine Art Gallery,11268974,12265,2018-10-06,2018-11-24,30.1391369,-95.44968759999999,26002 Oak Ridge Drive,the woodlands,77380.0,www.mossrockstudio.com,9267464.0,2018-10-06,2018-11-24,49,10,fall,yes,1,1
Mother Dog Studios,376153,1737223,2015-05-30,2015-08-15,29.7669719169717,-95.35510019925009,720 Walnut Street,houston,77002.0,home.earthlink.net/~motherdogstudios/mother,982595.0,2015-05-30,2015-08-15,77,5,spring,yes,8,20
Muir Fine Art Gallery,12036226,8333750,2016-02-01,2016-02-29,29.7794511,-95.56028359999999,"796 Town and Country Boulevard, Suite 114",houston,77024.0,www.MuirFineArtGallery.com,12555817.0,2016-02-01,2016-02-29,28,2,winter,no,1,2
Museum of Cultural Arts Houston (MOCAH),8989319,12506114,2011-10-15,2011-10-15,29.7666692244898,-95.35559885714291,908 Wood Street,houston,77002.0,mocah.org,16101182.0,2011-10-15,2011-10-15,0,10,fall,yes,1,1
"Museum of Fine Arts, Houston (MFAH)",37214,12330565,2013-02-23,2013-06-30,29.725938,-95.39461999999999,1001 Bissonnet Street,houston,77005.0,www.mfah.org,1911660.0,2013-02-23,2013-06-30,127,2,winter,no,288,322
My Flaming Heart,14942943,8067413,2016-03-03,2016-03-31,29.7387919,-95.3796565,"3622 Main Street, Suite C",houston,77002.0,,1257066.0,2016-03-03,2016-03-31,28,3,spring,no,1,1
Mystic Lyon,2376925,7111510,2017-05-12,2017-06-10,29.776487300000003,-95.3218079,5017 Lyons Avenue,houston,77020.0,,11203505.0,2017-05-12,2017-06-10,29,5,spring,yes,16,7
Nance Street Gallery,14599088,5762323,2009-04-04,2009-04-04,29.7681056122449,-95.3540482040816,1310 Nance Street,houston,77002.0,,1726262.0,2009-04-04,2009-04-04,0,4,spring,no,1,9
Nancy Littlejohn Fine Art,5078560,12278794,2019-08-03,2019-08-31,29.737342100000003,-95.43489009999999,3465B West Alabama Street,houston,77027.0,nancylittlejohnfineart.com,2636456.0,2019-08-03,2019-08-31,28,8,summer,yes,8,6
Natachee's,2267932,554808,2013-02-10,2013-03-10,29.738650800000002,-95.3796433,3622 Main Street,houston,77002.0,www.natachees.com,9699256.0,2013-02-10,2013-03-10,28,2,winter,no,2,3
Nau-haus,43140,5764669,2010-10-03,2010-10-03,29.7908041428571,-95.39607826530609,223 East 11th Street,houston,77008.0,,4250195.0,2010-10-03,2010-10-03,0,10,fall,yes,47,70
Navigation Esplanade,89583,1097735,2017-04-28,2017-04-29,29.757666999999998,-95.3448017,2600 Navigation Boulevard,houston,77003.0,,,2017-04-28,2017-04-29,1,4,spring,no,3,0
NeNo Studios,14335732,13046622,2016-08-19,2016-08-27,29.778132,-95.3549447,"1506 Lorraine Street, #A",houston,77009.0,,588613.0,2016-08-19,2016-08-27,8,8,summer,yes,1,1
New Gallery/Thom Andriola,750827,10174866,2008-07-12,2008-08-30,29.7424105714286,-95.3788832244898,3225 Milam Street,houston,77006.0,www.newgalleryhouston.com,8373418.0,2008-07-12,2008-08-30,49,7,summer,yes,51,35
New World Museum,6377930,7542497,2010-10-28,2010-11-17,29.7712488181818,-95.4146626818182,5230 Center Street,houston,77007.0,www.newworldmuseum.org,1602523.0,2010-10-28,2010-11-17,20,10,fall,yes,2,12
Next Wall Gallery,830295,1719345,2016-05-04,2016-05-21,29.7470655667101,-95.4001622406632,1717 Michigan Street,houston,77006.0,,14740826.0,2016-05-04,2016-05-21,17,5,spring,yes,3,2
Nicole Longnecker Gallery,346690,13236364,2015-12-11,2016-01-09,29.7347647755102,-95.4190644081633,2625 Colquitt Street,houston,77098.0,longneckergallery.com,1464291.0,2015-12-11,2016-01-09,29,12,winter,no,66,65
Nizza Mosaic Studio and Gallery,5004302,12803169,2017-10-05,2018-01-21,29.790918530612196,-95.3872781836735,1135 East 11th Street,houston,77009.0,nizzamosaicstudio.com,7430162.0,2017-10-05,2018-01-21,108,10,fall,yes,2,2
North Gallery (SJC North),916687,3297716,2012-09-13,2012-10-15,29.8101089,-95.180628,5800 Uvalde Road,houston,77049.0,,375730.0,2012-09-13,2012-10-15,32,9,fall,yes,6,15
North Set Studios,2218251,12861780,2017-04-28,2017-04-29,29.7920167,-95.3633253,3411 Irvington Boulevard,houston,77009.0,www.facebook.com/northsetstudios/,,2017-04-28,2017-04-29,1,4,spring,no,1,0
Nos Caves Vin (Wroxton Location),4907176,4403402,2015-11-15,2015-11-15,29.724572,-95.416907,2501 Wroxton Road,houston,77005.0,,16003983.0,2015-11-15,2015-11-15,0,11,fall,no,3,4
Notsuoh,722435,9794617,2018-08-07,2018-08-08,29.762134714285697,-95.36095014285709,314 Main Street,houston,77002.0,www.myspace.com/notsuohmusic,1370857.0,2018-08-07,2018-08-08,1,8,summer,yes,27,33
Nouveau Antique Art Bar,7602239,5332352,2011-06-25,2011-06-25,29.743207,-95.37565699999999,2913 Main Street,houston,77002.0,www.art-bar.net,204850.0,2011-06-25,2011-06-25,0,6,summer,yes,1,4
Numbers,1106633,15747820,2013-02-24,2013-02-24,29.744681,-95.38493000000001,300 Westheimer Road,houston,77006.0,www.numbersnightclub.com,3482251.0,2013-02-24,2013-02-24,0,2,winter,no,3,2
Nusrat Malik's House,3703455,6176573,2011-11-05,2011-11-05,29.7342606530612,-95.3648322857143,2418 Elgin Street,houston,77004.0,,9433798.0,2011-11-05,2011-11-05,0,11,fall,no,1,1
O'Kane Gallery (UHD),62850,15997428,2019-01-31,2019-04-11,29.766005,-95.3591542,1 Main Street,houston,77002.0,,12892199.0,2019-01-31,2019-04-11,70,1,winter,no,37,44
OFFsite / Apama Mackey Gallery,1151913,9215998,2012-01-05,2012-01-06,29.7942836,-95.3947488,314 East 13th Street,houston,77008.0,www.mackeygallery.com/offsite/default.htm,4471393.0,2012-01-05,2012-01-06,1,1,winter,no,2,5
