event_uid,venue_uid,start_date,end_date,venue,lat,lon,address,city,zip,url,artist_uid,start_dt,end_dt,event_days,event_mth,season,flood_season
127259,4731788,2008-06-07,2008-07-31,Peel Gallery,29.732777,-95.390707,"4411 Montrose Boulevard, Suite 400",houston,77006,www.peelgallery.org,2027966,2008-06-07,2008-07-31,54,6,summer,yes
127259,4731788,2008-06-07,2008-07-31,Peel Gallery,29.732777,-95.390707,"4411 Montrose Boulevard, Suite 400",houston,77006,www.peelgallery.org,5190200,2008-06-07,2008-07-31,54,6,summer,yes
127259,4731788,2008-06-07,2008-07-31,Peel Gallery,29.732777,-95.390707,"4411 Montrose Boulevard, Suite 400",houston,77006,www.peelgallery.org,10572638,2008-06-07,2008-07-31,54,6,summer,yes
127259,4731788,2008-06-07,2008-07-31,Peel Gallery,29.732777,-95.390707,"4411 Montrose Boulevard, Suite 400",houston,77006,www.peelgallery.org,12084316,2008-06-07,2008-07-31,54,6,summer,yes
127259,4731788,2008-06-07,2008-07-31,Peel Gallery,29.732777,-95.390707,"4411 Montrose Boulevard, Suite 400",houston,77006,www.peelgallery.org,15224920,2008-06-07,2008-07-31,54,6,summer,yes
128617,6474523,2015-09-11,2015-10-24,Art Palace,29.7366566,-95.380711,3913 Main Street,houston,77002,www.artpalacegallery.com,11265501,2015-09-11,2015-10-24,43,9,fall,yes
131303,4984980,2008-10-04,2008-10-31,18 Hands Gallery,29.8031846,-95.4012149,"249 West 19th Street, Suite B",houston,77008,www.18handsgallery.com,5115193,2008-10-04,2008-10-31,27,10,fall,yes
131303,4984980,2008-10-04,2008-10-31,18 Hands Gallery,29.8031846,-95.4012149,"249 West 19th Street, Suite B",houston,77008,www.18handsgallery.com,7454992,2008-10-04,2008-10-31,27,10,fall,yes
131417,1540059,2014-09-08,2014-10-15,Williams Tower Gallery,29.737804,-95.460759,2800 Post Oak Boulevard,houston,77056,NULL,4314694,2014-09-08,2014-10-15,37,9,fall,yes
134998,2838960,2015-11-06,2015-12-05,Zoya Tommy Contemporary,29.7331773877551,-95.3910081836735,4102 Fannin Street,houston,77004,www.zoyatommy.com,14673468,2015-11-06,2015-12-05,29,11,fall,no
135724,5527059,2012-10-27,2012-12-01,McClain Gallery,29.7342822857143,-95.4138517142857,2242 Richmond Avenue,houston,77098,www.mcclaingallery.com,15655501,2012-10-27,2012-12-01,35,10,fall,yes
136994,6125238,2014-06-26,2014-08-16,Gallery Jatad,29.7296256326531,-95.3799038163265,1517 Blodgett Street,houston,77004,galleryjatad.com,NA,2014-06-26,2014-08-16,51,6,summer,yes
138566,15103540,2015-08-06,2015-09-26,Ripcord,29.748245,-95.389507,715 Fairview Street,houston,77006,ripcord.bar,2269210,2015-08-06,2015-09-26,51,8,summer,yes
138566,15103540,2015-08-06,2015-09-26,Ripcord,29.748245,-95.389507,715 Fairview Street,houston,77006,ripcord.bar,2508778,2015-08-06,2015-09-26,51,8,summer,yes
138566,15103540,2015-08-06,2015-09-26,Ripcord,29.748245,-95.389507,715 Fairview Street,houston,77006,ripcord.bar,2691882,2015-08-06,2015-09-26,51,8,summer,yes
138566,15103540,2015-08-06,2015-09-26,Ripcord,29.748245,-95.389507,715 Fairview Street,houston,77006,ripcord.bar,3101958,2015-08-06,2015-09-26,51,8,summer,yes
138566,15103540,2015-08-06,2015-09-26,Ripcord,29.748245,-95.389507,715 Fairview Street,houston,77006,ripcord.bar,7592347,2015-08-06,2015-09-26,51,8,summer,yes
138566,15103540,2015-08-06,2015-09-26,Ripcord,29.748245,-95.389507,715 Fairview Street,houston,77006,ripcord.bar,9169368,2015-08-06,2015-09-26,51,8,summer,yes
138566,15103540,2015-08-06,2015-09-26,Ripcord,29.748245,-95.389507,715 Fairview Street,houston,77006,ripcord.bar,10658124,2015-08-06,2015-09-26,51,8,summer,yes
138566,15103540,2015-08-06,2015-09-26,Ripcord,29.748245,-95.389507,715 Fairview Street,houston,77006,ripcord.bar,11007710,2015-08-06,2015-09-26,51,8,summer,yes
138566,15103540,2015-08-06,2015-09-26,Ripcord,29.748245,-95.389507,715 Fairview Street,houston,77006,ripcord.bar,11121015,2015-08-06,2015-09-26,51,8,summer,yes
138566,15103540,2015-08-06,2015-09-26,Ripcord,29.748245,-95.389507,715 Fairview Street,houston,77006,ripcord.bar,11179517,2015-08-06,2015-09-26,51,8,summer,yes
138566,15103540,2015-08-06,2015-09-26,Ripcord,29.748245,-95.389507,715 Fairview Street,houston,77006,ripcord.bar,12645701,2015-08-06,2015-09-26,51,8,summer,yes
138566,15103540,2015-08-06,2015-09-26,Ripcord,29.748245,-95.389507,715 Fairview Street,houston,77006,ripcord.bar,13645319,2015-08-06,2015-09-26,51,8,summer,yes
138721,6569912,2010-11-11,2010-11-13,Blaffer Art Museum (UH),29.7223514,-95.3425217,"4173 Elgin Street, 120 Fine Arts Building",houston,77204,blafferartmuseum.org,6206020,2010-11-11,2010-11-13,2,11,fall,no
138721,6569912,2010-11-11,2010-11-13,Blaffer Art Museum (UH),29.7223514,-95.3425217,"4173 Elgin Street, 120 Fine Arts Building",houston,77204,blafferartmuseum.org,7977550,2010-11-11,2010-11-13,2,11,fall,no
138721,6569912,2010-11-11,2010-11-13,Blaffer Art Museum (UH),29.7223514,-95.3425217,"4173 Elgin Street, 120 Fine Arts Building",houston,77204,blafferartmuseum.org,13211665,2010-11-11,2010-11-13,2,11,fall,no
139335,1300447,2018-02-08,2018-02-08,Dudley Recital Hall (UH),29.7203625,-95.3435584,"4800 Calhoun Road, 1st Floor, Fine Arts Building",houston,77004,NULL,NA,2018-02-08,2018-02-08,0,2,winter,no
140508,13240000,2018-06-29,2018-06-29,Axelrad,29.7349641,-95.374773,1517 Alabama Street,houston,77004,www.axelradbeergarden.com/about/,NA,2018-06-29,2018-06-29,0,6,summer,yes
141062,6569912,2015-10-13,2015-10-13,Blaffer Art Museum (UH),29.7223514,-95.3425217,"4173 Elgin Street, 120 Fine Arts Building",houston,77204,blafferartmuseum.org,142004,2015-10-13,2015-10-13,0,10,fall,yes
141062,6569912,2015-10-13,2015-10-13,Blaffer Art Museum (UH),29.7223514,-95.3425217,"4173 Elgin Street, 120 Fine Arts Building",houston,77204,blafferartmuseum.org,539518,2015-10-13,2015-10-13,0,10,fall,yes
141062,6569912,2015-10-13,2015-10-13,Blaffer Art Museum (UH),29.7223514,-95.3425217,"4173 Elgin Street, 120 Fine Arts Building",houston,77204,blafferartmuseum.org,7293531,2015-10-13,2015-10-13,0,10,fall,yes
141062,6569912,2015-10-13,2015-10-13,Blaffer Art Museum (UH),29.7223514,-95.3425217,"4173 Elgin Street, 120 Fine Arts Building",houston,77204,blafferartmuseum.org,15723061,2015-10-13,2015-10-13,0,10,fall,yes
143354,12330565,2012-06-24,2012-09-09,"Museum of Fine Arts, Houston (MFAH)",29.725938,-95.39462,1001 Bissonnet Street,houston,77005,www.mfah.org,5314029,2012-06-24,2012-09-09,77,6,summer,yes
145986,3708126,2019-02-02,2019-03-30,Hiram Butler Gallery,29.7676543469388,-95.4063963673469,4520 Blossom Street,houston,77007,www.devinbordenhirambutlergallery.com,NA,2019-02-02,2019-03-30,56,2,winter,no
146644,15901858,2015-03-22,2015-03-22,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,2572091,2015-03-22,2015-03-22,0,3,spring,no
146644,15901858,2015-03-22,2015-03-22,Avant Garden,29.74432895,-95.3864724744559,411 Westheimer Road,houston,77006,avantgardenhouston.com/arts.html,11019258,2015-03-22,2015-03-22,0,3,spring,no
147118,1153402,2007-11-09,2008-02-17,Menil Collection,29.737713,-95.3978528571429,1515 Sul Ross Street,houston,77006,www.menil.org,16180640,2007-11-09,2008-02-17,100,11,fall,no
151969,4036593,2009-07-11,2009-08-09,Galveston Arts Center,29.307313,-94.792954,2127 Strand Street,galveston,77550,www.galvestonartscenter.org,425887,2009-07-11,2009-08-09,29,7,summer,yes
152708,3887462,2013-06-07,2013-07-13,Darke Gallery,29.7656385185185,-95.4162057037037,320 Detering Street,houston,77007,www.darkegallery.com,8055893,2013-06-07,2013-07-13,36,6,summer,yes
153729,4984980,2012-01-14,2012-01-29,18 Hands Gallery,29.8031846,-95.4012149,"249 West 19th Street, Suite B",houston,77008,www.18handsgallery.com,NA,2012-01-14,2012-01-29,15,1,winter,no
157545,11533392,2015-09-09,2015-09-09,Hellbox Gallery,29.7426946666667,-95.4024456666667,1709 Westheimer Road,houston,77098,NULL,NA,2015-09-09,2015-09-09,0,9,fall,yes
158752,14369173,2012-02-02,2012-03-18,Rice University Art Gallery (Rice University),29.7184003,-95.3981109,"6100 Main Street, 352 Sewall Hall",houston,77005,www.ricegallery.org,1672043,2012-02-02,2012-03-18,45,2,winter,no
160023,4036593,2016-11-26,2017-01-08,Galveston Arts Center,29.307313,-94.792954,2127 Strand Street,galveston,77550,www.galvestonartscenter.org,10651933,2016-11-26,2017-01-08,43,11,fall,no
161400,1459984,2011-11-11,2011-12-17,DiverseWorks,29.7685355,-95.3559525,1117 East Freeway,houston,77002,www.diverseworks.org,NA,2011-11-11,2011-12-17,36,11,fall,no
164038,7546246,2013-10-25,2013-10-26,"The University of Houston, Main Campus (UH)",29.7214917,-95.3440202128152,4800 Calhoun Road,houston,77004,www.uh.edu,9130890,2013-10-25,2013-10-26,1,10,fall,yes
164941,7729187,2018-01-27,2018-03-03,BOX 13 ArtSpace,29.7372928,-95.3081826,6700 Harrisburg Boulevard,houston,77001,www.box13artspace.com,8717238,2018-01-27,2018-03-03,35,1,winter,no
168235,4011713,2012-01-07,2012-01-07,Discovery Green,29.754134,-95.359323,1500 McKinney Street,houston,77010,www.discoverygreen.com,12732651,2012-01-07,2012-01-07,0,1,winter,no
168992,13371986,2012-03-31,2012-06-24,Project Row Houses,29.7319444081633,-95.3652960612245,2521 Holman Street,houston,77004,www.projectrowhouses.org,661185,2012-03-31,2012-06-24,85,3,spring,no
168992,13371986,2012-03-31,2012-06-24,Project Row Houses,29.7319444081633,-95.3652960612245,2521 Holman Street,houston,77004,www.projectrowhouses.org,3003553,2012-03-31,2012-06-24,85,3,spring,no
168992,13371986,2012-03-31,2012-06-24,Project Row Houses,29.7319444081633,-95.3652960612245,2521 Holman Street,houston,77004,www.projectrowhouses.org,3079814,2012-03-31,2012-06-24,85,3,spring,no
168992,13371986,2012-03-31,2012-06-24,Project Row Houses,29.7319444081633,-95.3652960612245,2521 Holman Street,houston,77004,www.projectrowhouses.org,5434812,2012-03-31,2012-06-24,85,3,spring,no
168992,13371986,2012-03-31,2012-06-24,Project Row Houses,29.7319444081633,-95.3652960612245,2521 Holman Street,houston,77004,www.projectrowhouses.org,7129157,2012-03-31,2012-06-24,85,3,spring,no
168992,13371986,2012-03-31,2012-06-24,Project Row Houses,29.7319444081633,-95.3652960612245,2521 Holman Street,houston,77004,www.projectrowhouses.org,8229949,2012-03-31,2012-06-24,85,3,spring,no
168992,13371986,2012-03-31,2012-06-24,Project Row Houses,29.7319444081633,-95.3652960612245,2521 Holman Street,houston,77004,www.projectrowhouses.org,9421025,2012-03-31,2012-06-24,85,3,spring,no
168992,13371986,2012-03-31,2012-06-24,Project Row Houses,29.7319444081633,-95.3652960612245,2521 Holman Street,houston,77004,www.projectrowhouses.org,10557274,2012-03-31,2012-06-24,85,3,spring,no
168992,13371986,2012-03-31,2012-06-24,Project Row Houses,29.7319444081633,-95.3652960612245,2521 Holman Street,houston,77004,www.projectrowhouses.org,14058197,2012-03-31,2012-06-24,85,3,spring,no
169782,4451265,2014-10-25,2014-12-07,Space HL,29.7395411,-95.3410013,1303 Cullen Boulevard,houston,77023,www.galleryhomeland.org,13498362,2014-10-25,2014-12-07,43,10,fall,yes
177101,3368192,2017-11-04,2017-11-04,University Academic Center (HBU),29.6980291836735,-95.5152786326531,7502 Fondren Road,houston,77074,NULL,NA,2017-11-04,2017-11-04,0,11,fall,no
177388,12042046,2016-09-21,2017-01-12,1600 Smith Street,29.7545586744186,-95.3720405232558,1600 Smith Street,houston,77002,NULL,NA,2016-09-21,2017-01-12,113,9,fall,yes
180283,1077923,2017-04-06,2017-04-06,Aurora Picture Show,29.7272886610268,-95.4156053071649,2442 Bartlett Street,houston,77098,aurorapictureshow.org/pages/home.asp,NA,2017-04-06,2017-04-06,0,4,spring,no
181169,14088458,2017-12-02,2017-12-31,G Spot Gallery Houston,29.7869427,-95.3946265,310 East 9th Street,houston,77008,www.ggalleryhouston.com,1131213,2017-12-02,2017-12-31,29,12,winter,no
182107,3430069,2015-01-31,2015-02-28,Mariago Collective,29.7639617,-95.39888,1707 Waugh Drive,houston,77006,1707collective.com,3893245,2015-01-31,2015-02-28,28,1,winter,no
182107,3430069,2015-01-31,2015-02-28,Mariago Collective,29.7639617,-95.39888,1707 Waugh Drive,houston,77006,1707collective.com,14740826,2015-01-31,2015-02-28,28,1,winter,no
184187,1459984,2008-01-11,2008-02-23,DiverseWorks,29.7685355,-95.3559525,1117 East Freeway,houston,77002,www.diverseworks.org,NA,2008-01-11,2008-02-23,43,1,winter,no
186116,14221280,2013-11-22,2014-01-17,Art League Houston,29.7507561428571,-95.3919823877551,1953 Montrose Boulevard,houston,77006,www.artleaguehouston.org,7077875,2013-11-22,2014-01-17,56,11,fall,no
187278,9929570,2012-03-19,2012-04-27,Spacetaker Gallery,29.7718041,-95.3801122,"2101 Winter Street, Studio 11",houston,77266,www.spacetaker.org,11714048,2012-03-19,2012-04-27,39,3,spring,no
192032,1145359,2019-01-22,2019-02-23,Main Street Projects,29.7246365,-95.3905619,3717 Main Street,houston,77002,www.midmainhouston.com/msp,8172505,2019-01-22,2019-02-23,32,1,winter,no
194141,6450183,2016-11-05,2016-11-28,Jung Center,29.726832,-95.391116,5200 Montrose Boulevard,houston,77006,www.cgjunghouston.org,8984140,2016-11-05,2016-11-28,23,11,fall,no
194616,2188428,2010-04-16,2010-05-30,Optical Project,29.7909195510204,-95.3872143061224,1125 East 11th Street,houston,77009,www.billdavenport.com/opticalproject/optica,5309938,2010-04-16,2010-05-30,44,4,spring,no
194616,2188428,2010-04-16,2010-05-30,Optical Project,29.7909195510204,-95.3872143061224,1125 East 11th Street,houston,77009,www.billdavenport.com/opticalproject/optica,5450792,2010-04-16,2010-05-30,44,4,spring,no
194616,2188428,2010-04-16,2010-05-30,Optical Project,29.7909195510204,-95.3872143061224,1125 East 11th Street,houston,77009,www.billdavenport.com/opticalproject/optica,7063562,2010-04-16,2010-05-30,44,4,spring,no
194927,2857335,2013-04-06,2013-05-04,G Gallery,29.7910235,-95.3949771,301 East 11 Street,houston,77008,www.ggalleryhouston.com,1562878,2013-04-06,2013-05-04,28,4,spring,no
194927,2857335,2013-04-06,2013-05-04,G Gallery,29.7910235,-95.3949771,301 East 11 Street,houston,77008,www.ggalleryhouston.com,8246906,2013-04-06,2013-05-04,28,4,spring,no
200413,10137684,2016-01-16,2016-01-16,Houston Center for Contemporary Craft,29.730715804878,-95.3858012682927,4848 Main Street,houston,77002,www.crafthouston.org,11531409,2016-01-16,2016-01-16,0,1,winter,no
202126,13952082,2017-11-10,2018-01-13,Inman Gallery,29.7369951,-95.380541,3901 Main Street,houston,77002,www.inmangallery.com,7100938,2017-11-10,2018-01-13,64,11,fall,no
203277,2188428,2009-01-30,2009-03-07,Optical Project,29.7909195510204,-95.3872143061224,1125 East 11th Street,houston,77009,www.billdavenport.com/opticalproject/optica,4901059,2009-01-30,2009-03-07,36,1,winter,no
203277,2188428,2009-01-30,2009-03-07,Optical Project,29.7909195510204,-95.3872143061224,1125 East 11th Street,houston,77009,www.billdavenport.com/opticalproject/optica,5309938,2009-01-30,2009-03-07,36,1,winter,no
203277,2188428,2009-01-30,2009-03-07,Optical Project,29.7909195510204,-95.3872143061224,1125 East 11th Street,houston,77009,www.billdavenport.com/opticalproject/optica,14702049,2009-01-30,2009-03-07,36,1,winter,no
205831,14088458,2015-09-11,2015-09-30,G Spot Gallery Houston,29.7869427,-95.3946265,310 East 9th Street,houston,77008,www.ggalleryhouston.com,4238064,2015-09-11,2015-09-30,19,9,fall,yes
206628,3708126,2016-01-09,2016-02-27,Hiram Butler Gallery,29.7676543469388,-95.4063963673469,4520 Blossom Street,houston,77007,www.devinbordenhirambutlergallery.com,1626302,2016-01-09,2016-02-27,49,1,winter,no
206628,3708126,2016-01-09,2016-02-27,Hiram Butler Gallery,29.7676543469388,-95.4063963673469,4520 Blossom Street,houston,77007,www.devinbordenhirambutlergallery.com,12837206,2016-01-09,2016-02-27,49,1,winter,no
213905,10137684,2016-05-27,2016-08-27,Houston Center for Contemporary Craft,29.730715804878,-95.3858012682927,4848 Main Street,houston,77002,www.crafthouston.org,NA,2016-05-27,2016-08-27,92,5,spring,yes
216044,6617588,2007-12-01,2007-12-25,The Joanna Gallery,29.736883,-95.395828,1401 Branard Street,houston,77006,www.thejoanna.org,6510722,2007-12-01,2007-12-25,24,12,winter,no
216044,6617588,2007-12-01,2007-12-25,The Joanna Gallery,29.736883,-95.395828,1401 Branard Street,houston,77006,www.thejoanna.org,7218336,2007-12-01,2007-12-25,24,12,winter,no
218299,1153402,2015-04-18,2015-04-18,Menil Collection,29.737713,-95.3978528571429,1515 Sul Ross Street,houston,77006,www.menil.org,NA,2015-04-18,2015-04-18,0,4,spring,no
219585,6450183,2015-10-10,2015-10-10,Jung Center,29.726832,-95.391116,5200 Montrose Boulevard,houston,77006,www.cgjunghouston.org,9942914,2015-10-10,2015-10-10,0,10,fall,yes
219585,6450183,2015-10-10,2015-10-10,Jung Center,29.726832,-95.391116,5200 Montrose Boulevard,houston,77006,www.cgjunghouston.org,12893900,2015-10-10,2015-10-10,0,10,fall,yes
219915,7049963,2018-12-01,2019-01-19,Front Gallery,29.7336233030303,-95.3967752727273,1412 Bonnie Brae Street,houston,77006,NULL,7592347,2018-12-01,2019-01-19,49,12,winter,no
220924,12330565,2017-11-19,2018-02-11,"Museum of Fine Arts, Houston (MFAH)",29.725938,-95.39462,1001 Bissonnet Street,houston,77005,www.mfah.org,NA,2017-11-19,2018-02-11,84,11,fall,no
223671,14221280,2009-03-06,2009-04-17,Art League Houston,29.7507561428571,-95.3919823877551,1953 Montrose Boulevard,houston,77006,www.artleaguehouston.org,2960739,2009-03-06,2009-04-17,42,3,spring,no
226076,512846,2010-08-08,2010-09-02,Sicardi | Ayers | Bacino,29.738947,-95.397845,1506 West Alabama Street,houston,77098,www.sicardi.com,459401,2010-08-08,2010-09-02,25,8,summer,yes
226076,512846,2010-08-08,2010-09-02,Sicardi | Ayers | Bacino,29.738947,-95.397845,1506 West Alabama Street,houston,77098,www.sicardi.com,1905218,2010-08-08,2010-09-02,25,8,summer,yes
226076,512846,2010-08-08,2010-09-02,Sicardi | Ayers | Bacino,29.738947,-95.397845,1506 West Alabama Street,houston,77098,www.sicardi.com,6467677,2010-08-08,2010-09-02,25,8,summer,yes
226076,512846,2010-08-08,2010-09-02,Sicardi | Ayers | Bacino,29.738947,-95.397845,1506 West Alabama Street,houston,77098,www.sicardi.com,14256561,2010-08-08,2010-09-02,25,8,summer,yes
226076,512846,2010-08-08,2010-09-02,Sicardi | Ayers | Bacino,29.738947,-95.397845,1506 West Alabama Street,houston,77098,www.sicardi.com,14679969,2010-08-08,2010-09-02,25,8,summer,yes
228513,2797286,2011-03-25,2011-04-30,Anya Tish Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.anyatishgallery.com,6204269,2011-03-25,2011-04-30,36,3,spring,no
228575,10547616,2012-10-20,2012-11-21,McMurtrey Gallery,29.7346746734694,-95.4199782653061,3508 Lake Street,houston,77098,www.mcmurtreygallery.com,281330,2012-10-20,2012-11-21,32,10,fall,yes
229080,9873468,2012-01-13,2012-02-18,Bryan Miller Gallery,29.7246365,-95.3905619,3907 Main Street,houston,77002,www.bryanmillergallery.com,8444833,2012-01-13,2012-02-18,36,1,winter,no
229374,6450183,2018-05-02,2018-05-29,Jung Center,29.726832,-95.391116,5200 Montrose Boulevard,houston,77006,www.cgjunghouston.org,6143838,2018-05-02,2018-05-29,27,5,spring,yes
229504,8298559,2016-02-12,2016-04-16,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,11364310,2016-02-12,2016-04-16,64,2,winter,no
229504,8298559,2016-02-12,2016-04-16,Houston Museum of African American Culture,29.729702625,-95.382561,4807 Caroline Street,houston,77004,www.hmaac.org,13611821,2016-02-12,2016-04-16,64,2,winter,no
230333,9733210,2007-10-02,2008-01-11,Travis Tower,29.75457,-95.3667,1301 Main Street,houston,77002,www.travistower.com,6120160,2007-10-02,2008-01-11,101,10,fall,yes
230333,9733210,2007-10-02,2008-01-11,Travis Tower,29.75457,-95.3667,1301 Main Street,houston,77002,www.travistower.com,9776245,2007-10-02,2008-01-11,101,10,fall,yes
231099,3816741,2018-05-12,2018-06-02,Texas Gallery,29.7523955454545,-95.408722,2012 Peden Street,houston,77019,www.texgal.com,NA,2018-05-12,2018-06-02,21,5,spring,yes
